col1,0,1,2,3,4,5,6,7,8,9
000000000139.jpg,0.7613377839990906,0.13094541533396287,0.11306773164605406,-0.17050030056916743,0.07872064238263321,0.004007286523424542,0.133731300990362,0.10873865488956945,-0.04195447425668807,0.05679535527095208
000000000285.jpg,0.45465976489540066,-0.09873528761151092,-0.27253311099043454,0.1602601442151223,0.1462513992477258,-0.09586404138972433,-0.09420754722630684,0.12105352071351118,-0.10033498734226477,-0.1656275609527819
000000000632.jpg,0.5986545219151463,0.25097872823390965,0.4041917865253888,-0.06282906319092002,-0.004296343279153118,-0.040643299702231024,0.11079971037095511,0.021326325368199905,-0.008448708509005406,-0.16953974851990983
000000000724.jpg,-0.7537573909432487,-0.24122329540575538,0.04055607552522572,0.1321875701375288,0.10016056098569415,0.04610605266036056,0.025108483423832904,0.04309277627562672,0.24106854957259233,-0.014380650130787261
000000000776.jpg,1.0373302073079071,0.08352402806182155,0.03338443341751003,0.05326090400075685,0.0874225277187871,0.16402718286581422,0.0789340286407084,-0.19520018326824898,-0.009727389033451168,-0.04815195600498263
000000000785.jpg,-0.7403216104815145,0.006259059539142489,0.004579635940153766,0.07698198349406958,-0.2373327266353526,-0.15076950447047435,0.256791520793364,-0.08206569130186932,0.13531919734129721,0.20597405152155623
000000000802.jpg,1.0645931465853888,-0.06758335557449685,0.25512639902937395,-0.24732520769509023,-0.01254833024770388,-0.21507129501145247,-0.20041876639302467,0.08003565915116741,0.003594292085722602,0.05011895353502864
000000000872.jpg,0.31160382468216385,0.09411607525054287,-0.026963998134183792,-0.019338062392925306,0.14054345382073213,-0.2286600605723502,-0.19587436575932063,-0.007804667770392066,-0.04445088439234973,-0.11370246709648331
000000000885.jpg,-0.00973524733966482,-0.15491255605315013,0.18131649480295836,0.11541447604402054,-0.2903898509191944,-0.08331635384288572,0.27884250783947234,-0.05899837233998833,0.04669511907390131,-0.04737255169201391
000000001000.jpg,-0.3033786940700783,0.4918602640398655,0.0009462128626477423,-0.06293110299838124,0.23304132756712592,0.06926944608779458,0.08592546510763208,-0.3695241257389274,0.03054817253257469,0.032557309498758
000000001268.jpg,-0.3610192853453698,-0.3450689448690639,-0.19770377182046336,0.3580192834389594,-0.5551972169164965,0.2785197833157655,0.0990037209618873,-0.35675745547589416,-0.07124094757961202,-0.01275026802457981
000000001296.jpg,-0.5260773891491527,-0.11347568911012082,0.03754880371537225,0.08391422982409147,0.07311642861668706,-0.021126756329253385,-0.11583905397327951,0.06598443553646352,0.025702628274319593,0.13424943070862988
000000001353.jpg,0.8743457845262267,0.3383962216648732,0.27246794013055237,-0.22535997028483862,-0.4835028139714093,0.13110387655260652,0.05855513516499045,-0.002230024800601047,-0.16918494677070833,0.133787637917039
000000001425.jpg,0.07432999834280477,-0.4964622273028107,-0.43746134851155943,0.15775483883355035,-0.14362422389972945,0.06245344541276962,-0.137541505554842,-0.06828163680413915,0.03465587759570031,0.07198585977161968
000000001490.jpg,0.15052026927260478,-0.4909330699561657,-0.22453690980500476,0.17795930739565868,-0.20021324218386766,-0.0026929680450968343,-0.027306043794969863,-0.010995713637166291,0.11103258754331868,0.023519886449312855
000000001503.jpg,0.5159394628655535,-0.32698664299602254,-0.2955159353993651,-0.2997986656358446,-0.08986973810032574,-0.06425744905848593,-0.029177760017751724,-0.07778260016248036,0.014788001344806997,0.005891164266992462
000000001532.jpg,0.5426916540664053,-0.12221782405879877,-0.1553188401766866,-0.12702106225958992,0.0441147542728787,0.05602571294454984,-0.09763556452288963,-0.033088464734967585,0.0701134417420019,0.035703514815338684
000000001584.jpg,0.24588980138788313,0.41004482847437146,-0.0038194439502942912,-0.15662201441475954,0.031028666603596485,0.01589863976005765,0.0848300678608966,-0.07803815805044424,-0.12939983698626828,0.2659154726748541
000000001675.jpg,0.325473188305211,-0.3065876478711703,-0.453118135319834,-0.07068043440988984,-0.25811294046881134,-0.15496603993867125,0.08911049718173764,-0.05484677345456221,0.0646870524639523,-0.05664200485951773
000000001761.jpg,-0.8431181100819539,-0.6625394153029351,0.029605148192634368,-0.10483330453014643,0.1469848186488588,-0.32102272662774534,0.37281014290742226,-0.10756377378223954,0.12003872646923922,-0.06025830807995539
000000001818.jpg,-1.3698881245614714,-0.761100465155334,0.2187885890247313,0.5328383271710773,-0.24174619732429733,0.011301567678730137,0.018616896720305517,-0.02450887111780907,0.07347594019509335,0.05919146545154864
000000001993.jpg,0.33248475302734004,0.05828492608905328,-0.14813848139630884,-0.17711304479848664,0.059099804625072076,0.02599491455417735,0.1135262118268565,-0.18938586698127635,-0.10775382533644177,0.05294533263034321
000000002006.jpg,-0.299848852601927,0.33836076816247573,-0.26594197193414537,-0.09257109228092378,-0.30447136704447014,-0.1538910332000914,-0.11905697667641305,0.03177151190906362,0.010087014325519146,-0.04000797968265565
000000002149.jpg,1.0109384480466954,0.0021296138923147224,-0.04832035284570202,0.08740254152183669,0.024336526752307124,-0.2964586821141477,-0.24019048598243348,0.21656221252242133,-0.1801548121644321,-0.169131595964537
000000002153.jpg,0.506219808319956,0.006410225507184647,0.440798919221225,0.09268128060815725,-0.058795203696247064,-0.02815440166807085,0.047183149358666236,-0.16927224339210545,0.03055133533451887,0.006695743631699205
000000002157.jpg,-0.3332560993089911,0.17630043734750347,0.08930431459713485,0.3552013370504659,-0.00816329941052596,0.08740890382198906,-0.21429320019698003,0.10604283211204259,0.006365572882899833,0.14257934454244311
000000002261.jpg,0.29522681099140125,0.018365122721323058,-0.07435250639037694,0.08839594611749567,-0.033242086735255374,-0.06987819342673984,-0.17875680840490663,-0.07102233859147254,0.04621442625611024,-0.10775115023411738
000000002299.jpg,-0.9510425906383019,-0.676377040666854,0.07156401017899562,0.1846610492501497,-0.12363002286461335,-0.2810516524764854,-0.007558945950703775,0.0033307858799618856,0.04724193763196937,0.016298686678358237
000000002431.jpg,-0.018837770708060995,-0.22456627100922016,-0.02322804235212576,0.3061384397279803,0.09036274573509794,-0.05187179423065083,0.0998162122805113,-0.039141759219470634,0.07486689156576114,0.06570742792434678
000000002473.jpg,-0.30043385517767657,0.049282360758914914,-0.16630023148005146,0.10892419447073952,-0.04188093930904441,-0.32619151752591813,0.012962313852017378,-0.0214299886566049,0.15249940409351484,-0.07673618210850473
000000002532.jpg,-0.5060698662453773,-0.18412295171880766,-0.09768007896260815,-0.12659762431095584,-0.03254471118583491,-0.03103578452041217,-0.05438195205555261,0.01773392754688384,0.21219482666591788,-0.05817775575315172
000000002587.jpg,0.5372237479966865,-0.09386931147035403,0.2816228756724922,0.054143952854282903,0.03580896776652471,-0.2906484308322478,0.20816819632940128,-0.08567233433408913,-0.13337899175568466,-0.08207143863025904
000000002592.jpg,-0.3818979560003769,-0.5394204740961012,0.6006041880042745,0.019086748471853217,0.02776249824370565,-0.013512498099280932,0.05708515484710032,0.0752680944792425,0.08256882674935406,-0.051884232816764096
000000002685.jpg,-0.17082380056929594,0.20012991619162393,0.032188405429347054,0.16573812923371528,0.05154986051649768,0.05302427598368676,0.20385389479107158,-0.1014324765324412,-0.1163115453228441,0.1483943391901648
000000002923.jpg,0.35761599761415025,-0.14790031110803353,-0.060630397393250934,-0.09882326378474925,0.053053479655573506,0.09794955119703765,-0.10900909006806168,0.23955678061897928,0.18662820468880587,-0.0720552639030852
000000003156.jpg,-0.9395965701153722,-0.6892944122102926,0.04620102849124971,-0.188414098004569,-0.04223313894954209,0.008747141178332161,0.13863620193464415,0.05425251317988442,0.023105717795848173,0.026668138584804105
000000003255.jpg,-0.21449817989748302,-0.13048542291873036,-0.00024873475355438525,0.1167491362990215,0.07187285072748653,0.06187243680463701,-0.1076094862535816,0.011637354772768076,0.3493172792968968,-0.06631328655193236
000000003501.jpg,0.05400695842240744,0.31925938325477216,-0.5907813395679429,0.10644885126685319,0.014403682758840963,-0.10796423185612894,0.011209088685533043,0.0640466505057564,-0.25591563286369673,-0.012952215605776298
